// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\e411af65-f76e-4f87-8ac5-3c43daec037d
// command took 1.44s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\e411af65-f76e-4f87-8ac5-3c43daec037d
// command took 2.12s and exited with 0
// ***** Done, took 00:00:03 (3.65 sec)   *****
// Found 3 benchmarks:
//   TestesMetodos.TesteString1: DefaultJob
//   TestesMetodos.TesteString2: DefaultJob
//   TestesMetodos.TesteString3: DefaultJob

// **************************
// Benchmark: TestesMetodos.TesteString1: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "e411af65-f76e-4f87-8ac5-3c43daec037d.dll" --benchmarkName "EntityFramework_Estudos.TestesMetodos.TesteString1" --job "Default" --benchmarkId 0 in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\e411af65-f76e-4f87-8ac5-3c43daec037d\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

Mean = 124.708 ns, StdErr = 0.285 ns (0.23%), N = 14, StdDev = 1.065 ns
Min = 122.782 ns, Q1 = 124.156 ns, Median = 124.675 ns, Q3 = 125.127 ns, Max = 126.787 ns
IQR = 0.971 ns, LowerFence = 122.700 ns, UpperFence = 126.583 ns
ConfidenceInterval = [123.506 ns; 125.910 ns] (CI 99.9%), Margin = 1.202 ns (0.96% of Mean)
Skewness = 0.17, Kurtosis = 2.33, MValue = 2
-------------------- Histogram --------------------
[122.201 ns ; 127.368 ns) | @@@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.13.0, OS=Windows 10.0.18363.1734 (1909/November2019Update/19H2)
Intel Core i7-8700 CPU 3.20GHz (Coffee Lake), 1 CPU, 12 logical and 6 physical cores
.NET SDK=5.0.302
  [Host]     : .NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT
  DefaultJob : .NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT


|       Method |      Mean |    Error |   StdDev |  Gen 0 | Gen 1 | Gen 2 | Allocated |
|------------- |----------:|---------:|---------:|-------:|------:|------:|----------:|
| TesteString1 |  76.17 ns | 0.806 ns | 0.754 ns | 0.0267 |     - |     - |     168 B |
| TesteString2 | 170.61 ns | 2.187 ns | 1.939 ns | 0.0267 |     - |     - |     168 B |
| TesteString3 | 124.71 ns | 1.202 ns | 1.065 ns | 0.0701 |     - |     - |     440 B |

// * Hints *
Outliers
  TestesMetodos.TesteString2: Default -> 1 outlier  was  removed (180.04 ns)
  TestesMetodos.TesteString3: Default -> 1 outlier  was  removed (133.40 ns)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:00:53 (53.33 sec), executed benchmarks: 3

Global total time: 00:00:56 (56.99 sec), executed benchmarks: 3
// * Artifacts cleanup *
