// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\0e7583b5-0bc7-4151-ae0b-ba7e02a54772
// command took 1.38s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\0e7583b5-0bc7-4151-ae0b-ba7e02a54772
// command took 2.01s and exited with 0
// ***** Done, took 00:00:03 (3.47 sec)   *****
// Found 3 benchmarks:
//   TestesMetodos.TesteString1: DefaultJob
//   TestesMetodos.TesteString2: DefaultJob
//   TestesMetodos.TesteString3: DefaultJob

// **************************
// Benchmark: TestesMetodos.TesteString1: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "0e7583b5-0bc7-4151-ae0b-ba7e02a54772.dll" --benchmarkName "EntityFramework_Estudos.TestesMetodos.TesteString1" --job "Default" --benchmarkId 0 in C:\Users\GregoriBrunoFelicio\Desktop\Repositories\EntityFramework-Estudos\EntityFramework-Estudos\bin\Release\netcoreapp3.1\0e7583b5-0bc7-4151-ae0b-ba7e02a54772\bin\Release\netcoreapp3.1
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

---------------------------------------------------

TestesMetodos.TesteString3: DefaultJob
Runtime = .NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT; GC = Concurrent Workstation
Mean = 88.923 ns, StdErr = 0.295 ns (0.33%), N = 15, StdDev = 1.141 ns
Min = 87.006 ns, Q1 = 88.107 ns, Median = 88.979 ns, Q3 = 89.611 ns, Max = 91.248 ns
IQR = 1.504 ns, LowerFence = 85.851 ns, UpperFence = 91.868 ns
ConfidenceInterval = [87.704 ns; 90.143 ns] (CI 99.9%), Margin = 1.219 ns (1.37% of Mean)
Skewness = 0.22, Kurtosis = 2.21, MValue = 2
-------------------- Histogram --------------------
[86.593 ns ; 90.029 ns) | @@@@@@@@@@@@@
[90.029 ns ; 91.855 ns) | @@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.13.0, OS=Windows 10.0.18363.1734 (1909/November2019Update/19H2)
Intel Core i7-8700 CPU 3.20GHz (Coffee Lake), 1 CPU, 12 logical and 6 physical cores
.NET SDK=5.0.302
  [Host]     : .NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT
  DefaultJob : .NET Core 3.1.17 (CoreCLR 4.700.21.31506, CoreFX 4.700.21.31502), X64 RyuJIT


|       Method |      Mean |    Error |   StdDev |  Gen 0 | Gen 1 | Gen 2 | Allocated |
|------------- |----------:|---------:|---------:|-------:|------:|------:|----------:|
| TesteString1 |  77.73 ns | 0.566 ns | 0.529 ns | 0.0267 |     - |     - |     168 B |
| TesteString2 | 170.60 ns | 1.864 ns | 1.557 ns | 0.0267 |     - |     - |     168 B |
| TesteString3 |  88.92 ns | 1.219 ns | 1.141 ns | 0.0471 |     - |     - |     296 B |

// * Hints *
Outliers
  TestesMetodos.TesteString2: Default -> 2 outliers were removed (179.29 ns, 184.27 ns)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:00:58 (58.8 sec), executed benchmarks: 3

Global total time: 00:01:02 (62.27 sec), executed benchmarks: 3
// * Artifacts cleanup *
